text,Emotion
i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,surprise
i somehow feel more vulnerable without it,fear
i do feel angry,anger
i picked up feeling a little apprehensive,fear
i feel you getting frantic close and just before you do you pull out and turn me around surprised i move easily for you,surprise
im feeling pretty comfortable,joy
on the way down a ski slope which was difficult and steep,sadness
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,anger
i am not thinking about a certain person before i sleep i end up having strange dreams about him and when i wake up after those dreams i feel shaken and stunned,surprise
i feel tortured because i am not allowed to enjoy food the way my friend can,joy
i went home all alone from a restaurant it was dark,sadness
i listen to dubstep when im feeling damn irritated,anger
im feeling all bashful exposed and vulnerable because my blog crush is out in the open now,fear
i cant help but feel a little bit agitated,anger
i find when i look at things in this way i deal with the situation better and do not feel as agitated,anger
i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn,anger
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,fear
i remember feeling excited about that particular day because i considered myself a grown up and woop,joy
i feel more free to enjoy the possessions i do have like this rock or that book or these clothes,joy
i hate these feelings of not being complacent,anger
